p,divisor,searchedMersenne,detailedCheck,passedAllTests
138335081,14110178263,True,True,False
138324211,5832025384183,True,True,False
138333011,104026424273,True,True,False
138337981,113713820383,True,True,False
138615163,155526212887,True,True,False
138334979,205012438879,True,True,False
138333907,56440234057,True,True,False
138339853,4150195591,True,True,False
138337739,276675479,True,True,False
138337391,1106699129,True,True,False
138615121,148595409713,True,True,False
138338953,16600674361,True,True,False
138341771,1106734169,True,True,False
138339671,503833081783,True,True,False
138339919,9960474169,True,True,False
138338887,124228320527,True,True,False
138338287,616712083447,True,True,False
138235327,460047168257,True,True,False
138341617,73874423479,True,True,False
138238601,9953179273,True,True,False
138343267,2213492273,True,True,False
138343817,830062903,True,True,False
138342649,19644656159,True,True,False
138339767,2490115807,True,True,False
138342977,830057863,True,True,False
138342797,1936799159,True,True,False
138345461,164631098591,True,True,False
138340717,96008457599,True,True,False
138344551,81899974193,True,True,False
138346421,193408296559,True,True,False
138346937,1936857119,True,True,False
138346919,5810570599,True,True,False
138348341,416151809729,True,True,False
138238897,35389157633,True,True,False
138346199,276692399,True,True,False
138345217,1929085705849,True,True,False
138350183,276700367,True,True,False
138235633,50594241679,True,True,False
138350423,276700847,True,True,False
138351539,56447427913,True,True,False
138351959,276703919,True,True,False
138351071,276702143,True,True,False
138353077,830118463,True,True,False
138353981,8577946823,True,True,False
138354101,1106832809,True,True,False
138355031,3597230807,True,True,False
138355229,20753284351,True,True,False
138355111,5810914663,True,True,False
138144557,166602335743,True,True,False
138354707,7747863593,True,True,False
138356381,4150691431,True,True,False
138354299,2491484216393,True,True,False
138356677,830140063,True,True,False
138356599,2490418783,True,True,False
138353647,450756181927,True,True,False
138349501,1617028967689,True,True,False
138357941,63921368743,True,True,False
138357641,275608420873,True,True,False
138358511,9131661727,True,True,False
138359341,5534373641,True,True,False
138359503,2213752049,True,True,False
138360119,276720239,True,True,False
138360511,179315222257,True,True,False
138360851,276721703,True,True,False
138360857,1937051999,True,True,False
138361103,276722207,True,True,False
138361493,830168959,True,True,False
138236339,872824244447,True,True,False
138362299,454105065319,True,True,False
138362953,3320710873,True,True,False
138362897,4150886911,True,True,False
138363259,470711807119,True,True,False
138363919,22414954879,True,True,False
138366101,562043102263,True,True,False
138366359,276732719,True,True,False
138366829,159121853351,True,True,False
138366959,4427742689,True,True,False
138367219,76378704889,True,True,False
138367589,153864758969,True,True,False
138367717,830206303,True,True,False
138367759,8025330023,True,True,False
138367991,5811455623,True,True,False
138368177,830209063,True,True,False
138368413,22969156559,True,True,False
138368119,1067371669967,True,True,False
138368803,4704539303,True,True,False
138368927,2490640687,True,True,False
138369017,13283425633,True,True,False
138369641,5258046359,True,True,False
138369563,328766081689,True,True,False
138369871,5811534583,True,True,False
138369911,276739823,True,True,False
138370051,537152537983,True,True,False
138370619,276741239,True,True,False
138370381,779301985793,True,True,False
138371063,276742127,True,True,False
138371323,43171852777,True,True,False
138371251,1742370792593,True,True,False
138372173,830233039,True,True,False
138372103,44555817167,True,True,False
138372317,1937212439,True,True,False
138372757,5534910281,True,True,False
138373273,830239639,True,True,False
138373463,29888668009,True,True,False
138373721,8579170703,True,True,False
138374429,186805479151,True,True,False
138374911,11346742703,True,True,False
138374683,21309701183,True,True,False
138374879,23246979673,True,True,False
138375203,276750407,True,True,False
138375649,27398378503,True,True,False
138375683,276751367,True,True,False
138377699,276755399,True,True,False
138378323,276756647,True,True,False
138378547,2490813847,True,True,False
138376387,8025830447,True,True,False
138376493,830258959,True,True,False
138379051,24631471079,True,True,False
138379079,19096312903,True,True,False
138376919,276753839,True,True,False
138229937,11058394961,True,True,False
138379487,3321107689,True,True,False
138377471,207012696617,True,True,False
138377593,830265559,True,True,False
138377639,276755279,True,True,False
138379259,276758519,True,True,False
138380233,528058969129,True,True,False
138380537,57289542319,True,True,False
138380449,4151413471,True,True,False
138381563,276763127,True,True,False
138381679,22417831999,True,True,False
138237431,9123670447,True,True,False
138382691,276765383,True,True,False
138237499,8847199937,True,True,False
138383027,20203921943,True,True,False
138383243,3597964319,True,True,False
138383351,276766703,True,True,False
138383543,276767087,True,True,False
138383771,3597978047,True,True,False
138384133,830304799,True,True,False
138384397,830306383,True,True,False
138384907,2490928327,True,True,False
138385109,6642485233,True,True,False
138230051,1105840409,True,True,False
138385483,31275119159,True,True,False
138385571,2490940279,True,True,False
138386351,276772703,True,True,False
138386219,276772439,True,True,False
138386293,206749121743,True,True,False
138387581,65042163071,True,True,False
138386431,2490955759,True,True,False
138387661,20758149151,True,True,False
138388223,276776447,True,True,False
138386669,1472434158161,True,True,False
138387523,130914596759,True,True,False
138389687,1107117497,True,True,False
138387553,1325199207529,True,True,False
138389789,4428473249,True,True,False
138392627,46776707927,True,True,False
138391241,37365635071,True,True,False
138390881,110712704801,True,True,False
138393677,68366476439,True,True,False
138391199,276782399,True,True,False
138393469,1404693710351,True,True,False
138393883,55634340967,True,True,False
138394871,276789743,True,True,False
138396959,109610391529,True,True,False
138396079,19098658903,True,True,False
138397219,28786621553,True,True,False
138396347,15777183559,True,True,False
138397477,532276696543,True,True,False
138398017,29893971673,True,True,False
138400343,276800687,True,True,False
138398893,70583435431,True,True,False
138399931,15500792273,True,True,False
138397613,3321542713,True,True,False
138195349,347146716689,True,True,False
138400403,276800807,True,True,False
138400943,276801887,True,True,False
138401231,16884950183,True,True,False
138398171,276796343,True,True,False
138400433,1937606063,True,True,False
138402779,276805559,True,True,False
138402113,548072367481,True,True,False
138403253,11902679759,True,True,False
138403019,276806039,True,True,False
138401789,33216429361,True,True,False
138404213,830425279,True,True,False
138212903,5804941927,True,True,False
138403607,167191557257,True,True,False
138404611,2214473777,True,True,False
138404927,65603935399,True,True,False
138404377,6366601343,True,True,False
138406729,4152201871,True,True,False
138406139,1107249113,True,True,False
138406091,276812183,True,True,False
138408337,186851254951,True,True,False
138408437,378685483633,True,True,False
138144593,20721688951,True,True,False
138409301,10795925479,True,True,False
138612751,2495029519,True,True,False
138406253,830437519,True,True,False
138409723,26574666817,True,True,False
138406897,1350851314721,True,True,False
138410663,87475539017,True,True,False
138404839,8027480663,True,True,False
138409913,830459479,True,True,False
138411659,276823319,True,True,False
138412577,830475463,True,True,False
138410653,830463919,True,True,False
138413339,276826679,True,True,False
138411307,12180195017,True,True,False
138413593,697604508721,True,True,False
138408961,744917028103,True,True,False
138413413,3321921913,True,True,False
138414569,20762185351,True,True,False
138238379,33453687719,True,True,False
138414131,276828263,True,True,False
138415469,38479500383,True,True,False
138415553,98275042631,True,True,False
138410161,654403241209,True,True,False
138415841,49829702761,True,True,False
138415577,830493463,True,True,False
138416483,276832967,True,True,False
138413987,179661355127,True,True,False
138416809,4152504271,True,True,False
138417403,303687782183,True,True,False
138227009,1105816073,True,True,False
138413669,1107309353,True,True,False
138415091,3598792367,True,True,False
138418603,281543438503,True,True,False
138418219,4706219447,True,True,False
138419777,3322074649,True,True,False
138416279,276832559,True,True,False
138418859,1401075690799,True,True,False
138416389,2489003506999,True,True,False
138420143,276840287,True,True,False
138415967,1107327737,True,True,False
138420977,27684195401,True,True,False
138418691,276837383,True,True,False
138420599,276841199,True,True,False
138421313,1937898383,True,True,False
138419803,342173753017,True,True,False
138420473,24362003249,True,True,False
138419663,276839327,True,True,False
138421511,276843023,True,True,False
138421487,1107371897,True,True,False
138422953,70595706031,True,True,False
138245257,5529810281,True,True,False
138423737,830542423,True,True,False
138423941,44018813239,True,True,False
138423577,830541463,True,True,False
138424667,1107397337,True,True,False
138424357,40696760959,True,True,False
138424943,9966595897,True,True,False
138426037,25470390809,True,True,False
138425501,1107404009,True,True,False
138424757,1937946599,True,True,False
138427799,276855599,True,True,False
138426961,9966741193,True,True,False
138427979,4429695329,True,True,False
138427153,830562919,True,True,False
138428347,62015899457,True,True,False
138429149,25194105119,True,True,False
138214859,276429719,True,True,False
138429359,47619699497,True,True,False
138232631,276465263,True,True,False
138430211,1107441689,True,True,False
138430547,3599194223,True,True,False
138430693,830584159,True,True,False
138430907,3322341769,True,True,False
138431077,2214897233,True,True,False
138431291,536005958753,True,True,False
138432599,17719372673,True,True,False
138433241,109639126873,True,True,False
138432587,46790214407,True,True,False
138434137,2214946193,True,True,False
138433649,1107469193,True,True,False
138433523,276867047,True,True,False
138433961,14120264023,True,True,False
138433219,2252585339569,True,True,False
138433679,276867359,True,True,False
138435931,5814309103,True,True,False
138436043,276872087,True,True,False
138436139,276872279,True,True,False
138435991,2214975857,True,True,False
138436121,225927749473,True,True,False
138436367,60081383279,True,True,False
138436561,80570078503,True,True,False
138436087,53159457409,True,True,False
138437449,116010582263,True,True,False
138436411,25749172447,True,True,False
138437323,8859988673,True,True,False
138438193,4153145791,True,True,False
138437833,830626999,True,True,False
138438323,276876647,True,True,False
138242477,1935394679,True,True,False
138438473,3322523353,True,True,False
138437581,244757643209,True,True,False
138438241,76417909033,True,True,False
138439597,830637583,True,True,False
138439801,193538841799,True,True,False
138440087,3599442263,True,True,False
138440527,235072014847,True,True,False
138441097,4153232911,True,True,False
138441181,12182823929,True,True,False
138441349,16612961881,True,True,False
138441469,110476292263,True,True,False
138442273,830653639,True,True,False
138442127,301526952607,True,True,False
138442427,1107539417,True,True,False
138442697,13290498913,True,True,False
138442979,88880392519,True,True,False
138443017,46239967679,True,True,False
138239503,35389312769,True,True,False
138444227,3322661449,True,True,False
138444247,12183093737,True,True,False
138444623,276889247,True,True,False
138445067,259446055559,True,True,False
138445511,276891023,True,True,False
138446587,2492038567,True,True,False
138446669,1107573353,True,True,False
138242999,481362122519,True,True,False
138447367,6645473617,True,True,False
138447251,1138867086727,True,True,False
138447863,276895727,True,True,False
138448319,276896639,True,True,False
138448423,2215174769,True,True,False
138448811,276897623,True,True,False
138448769,674522402569,True,True,False
138449243,276898487,True,True,False
138449611,96360929257,True,True,False
138449141,1329111753601,True,True,False
138444353,1011197554313,True,True,False
138612307,2495021527,True,True,False
138450479,17721661313,True,True,False
138449851,1188730420687,True,True,False
138451493,1938320903,True,True,False
138452381,8584047623,True,True,False
138452441,16614292921,True,True,False
138453299,276906599,True,True,False
138453431,73103411569,True,True,False
138454517,11907088463,True,True,False
138454559,276909119,True,True,False
138455131,2492192359,True,True,False
138455087,301555179487,True,True,False
138454483,1282642330513,True,True,False
138454697,177222012161,True,True,False
138456053,47628882233,True,True,False
138456119,276912239,True,True,False
138456403,5815168927,True,True,False
138455029,1904864288983,True,True,False
138457391,276914783,True,True,False
138457519,23260863193,True,True,False
138458357,64244677649,True,True,False
138458533,5538341321,True,True,False
138459749,5261470463,True,True,False
138459667,19938192049,True,True,False
138459257,965614858319,True,True,False
138459877,38768765561,True,True,False
138460117,830760703,True,True,False
138460169,1107681353,True,True,False
138248129,5253428903,True,True,False
138460841,4430746913,True,True,False
138461231,276922463,True,True,False
138461473,830768839,True,True,False
138462479,5815424119,True,True,False
138462847,261417855137,True,True,False
138462949,89723990953,True,True,False
138462983,276925967,True,True,False
138463253,24369532529,True,True,False
138463679,276927359,True,True,False
138464597,830787583,True,True,False
138465073,72832628399,True,True,False
138465479,22431407599,True,True,False
138465737,40708926679,True,True,False
138466871,276933743,True,True,False
138467053,830802319,True,True,False
138243419,276486839,True,True,False
138467239,62033323073,True,True,False
138468401,4430988833,True,True,False
138468937,121852664561,True,True,False
138469297,2215508753,True,True,False
138469559,1107756473,True,True,False
138469823,4431034337,True,True,False
138469931,39048520543,True,True,False
138470771,1107766169,True,True,False
138471733,69789753433,True,True,False
138470903,276941807,True,True,False
138471301,5538852041,True,True,False
138472553,830835319,True,True,False
138472819,8862260417,True,True,False
138473033,830838199,True,True,False
138473099,276946199,True,True,False
138473453,1938628343,True,True,False
138473009,4431136289,True,True,False
138473371,56497135369,True,True,False
138473669,160352508703,True,True,False
138471551,276943103,True,True,False
138474013,25479218393,True,True,False
138474443,5815926607,True,True,False
138475471,31295456447,True,True,False
138475643,276951287,True,True,False
138475531,6646825489,True,True,False
138475919,276951839,True,True,False
138206459,9950865049,True,True,False
138476267,9139433623,True,True,False
138476971,2492585479,True,True,False
138477113,830862679,True,True,False
138477083,22433287447,True,True,False
138477821,4431290273,True,True,False
138478201,3046520423,True,True,False
138478313,36558274633,True,True,False
138478391,129615773977,True,True,False
138479153,1938708143,True,True,False
138479801,48467930351,True,True,False
138480479,16894618439,True,True,False
138480977,7754934713,True,True,False
138481127,7754943113,True,True,False
138481157,1938736199,True,True,False
138481771,159531000193,True,True,False
138481523,82258024663,True,True,False
138481817,35174381519,True,True,False
138482207,1107857657,True,True,False
138211499,3317075977,True,True,False
138482759,276965519,True,True,False
138483151,108847756687,True,True,False
138483269,1107866153,True,True,False
138484061,257857321583,True,True,False
138484271,276968543,True,True,False
138236597,398950818943,True,True,False
138484793,7478178823,True,True,False
138485317,830911903,True,True,False
138485531,17726147969,True,True,False
138486143,276972287,True,True,False
138486317,830917903,True,True,False
138487001,124915274903,True,True,False
138469483,2215511729,True,True,False
138473987,3323375689,True,True,False
138487123,712654734959,True,True,False
138487403,805442735849,True,True,False
138488149,12186957113,True,True,False
138488249,63981571039,True,True,False
138488219,276976439,True,True,False
138488921,65089792871,True,True,False
138489203,276978407,True,True,False
138489367,31298596943,True,True,False
138490043,276980087,True,True,False
138490571,276981143,True,True,False
138490903,11356254047,True,True,False
138491471,276982943,True,True,False
138491489,25205450999,True,True,False
138491909,1107935273,True,True,False
138492467,25759598863,True,True,False
138492553,830955319,True,True,False
138493723,21328033343,True,True,False
138493769,1107950153,True,True,False
138493871,1107950969,True,True,False
138494539,36562558297,True,True,False
138494731,2492905159,True,True,False
138495641,5262834359,True,True,False
138495893,1938942503,True,True,False
138496147,8032776527,True,True,False
138496051,264804449513,True,True,False
138496493,15234614231,True,True,False
138496913,147360715433,True,True,False
138497353,2215957649,True,True,False
138497543,276995087,True,True,False
138237509,5253025343,True,True,False
138499121,121602228239,True,True,False
138499327,230739878783,True,True,False
138499631,276999263,True,True,False
138499973,830999839,True,True,False
138240653,14377027913,True,True,False
138610987,12197766857,True,True,False
138501793,831010759,True,True,False
138501947,24376342673,True,True,False
138250331,276500663,True,True,False
138502073,831012439,True,True,False
138240703,343113424847,True,True,False
138502151,277004303,True,True,False
138502759,15512309009,True,True,False
138502853,79777643329,True,True,False
138503377,388640475863,True,True,False
138504511,288366391903,True,True,False
138506243,277012487,True,True,False
138506297,7479340039,True,True,False
138506507,6648312337,True,True,False
138507067,2493127207,True,True,False
138507203,277014407,True,True,False
138507463,9141492559,True,True,False
138507989,320230470569,True,True,False
138508151,277016303,True,True,False
138508261,270091108951,True,True,False
138508319,5817349399,True,True,False
138509153,831054919,True,True,False
138509303,277018607,True,True,False
138244307,6635726737,True,True,False
138509951,20222452847,True,True,False
138510319,2493185743,True,True,False
138510479,277020959,True,True,False
138510469,32965491623,True,True,False
138511103,19945598833,True,True,False
138510929,325777705009,True,True,False
138511183,3324268393,True,True,False
138511559,277023119,True,True,False
138511231,13297078177,True,True,False
138511991,42384669247,True,True,False
138512197,831073183,True,True,False
138226477,151496218793,True,True,False
138511823,277023647,True,True,False
138512579,277025159,True,True,False
138244471,9124135087,True,True,False
138512963,277025927,True,True,False
138513787,2216220593,True,True,False
138514891,2216238257,True,True,False
138515233,641325528791,True,True,False
138514787,3324354889,True,True,False
138515423,277030847,True,True,False
138516583,5817696487,True,True,False
138515879,277031759,True,True,False
138612899,277225799,True,True,False
138517783,2216284529,True,True,False
138517867,8034036287,True,True,False
138519061,3047419343,True,True,False
138518321,150707933249,True,True,False
138518789,1108150313,True,True,False
138518693,96409010329,True,True,False
138520883,36846554879,True,True,False
138517693,3466266749633,True,True,False
138519131,277038263,True,True,False
138227081,4423266593,True,True,False
138465557,433951055639,True,True,False
138520433,831122599,True,True,False
138208423,2575375754183,True,True,False
138522623,92256066919,True,True,False
138519911,3601517687,True,True,False
138518671,1472730510073,True,True,False
138520909,70645663591,True,True,False
138518711,37677089393,True,True,False
138522061,4155661831,True,True,False
138522731,277045463,True,True,False
138521909,88376977943,True,True,False
138525671,1108205369,True,True,False
138523991,2493431839,True,True,False
138524843,277049687,True,True,False
138527707,108605722289,True,True,False
138526699,53194252417,True,True,False
138527783,277055567,True,True,False
138529709,1108237673,True,True,False
138519973,9696398111,True,True,False
138528583,2216457329,True,True,False
138526403,277052807,True,True,False
138530549,16623665881,True,True,False
138521611,39063094303,True,True,False
138527231,3601708007,True,True,False
138522689,1108181513,True,True,False
138533233,7480794583,True,True,False
138531311,7757753417,True,True,False
138527629,3047607839,True,True,False
138528431,277056863,True,True,False
138526991,277053983,True,True,False
138532897,831197383,True,True,False
138528227,381506737159,True,True,False
138523883,277047767,True,True,False
138533963,277067927,True,True,False
138535801,93927273079,True,True,False
138534593,4156037791,True,True,False
138537241,957569409793,True,True,False
138539917,831239503,True,True,False
138529631,2113685109799,True,True,False
138541307,157382924753,True,True,False
138525883,3324621193,True,True,False
138538553,216951373999,True,True,False
138538007,36851109863,True,True,False
138537593,35188548623,True,True,False
138538199,277076399,True,True,False
138529493,831176959,True,True,False
138531611,277063223,True,True,False
138532909,42945201791,True,True,False
138537299,277074599,True,True,False
138531131,639459700697,True,True,False
138543971,63453138719,True,True,False
138540397,5541615881,True,True,False
138534661,659147917039,True,True,False
138535391,21057379433,True,True,False
138542329,9697963031,True,True,False
138536759,277073519,True,True,False
138540737,1939570319,True,True,False
138543091,91161353879,True,True,False
138540683,277081367,True,True,False
138245777,17418967903,True,True,False
138541867,4710423479,True,True,False
138246047,1105968377,True,True,False
138544037,83126422201,True,True,False
138544163,10252268063,True,True,False
138541609,1885274215273,True,True,False
138544711,29925657577,True,True,False
138545089,12191967833,True,True,False
138545483,277090967,True,True,False
138545651,277091303,True,True,False
138545999,277091999,True,True,False
138546263,277092527,True,True,False
138546431,277092863,True,True,False
138546547,18842330393,True,True,False
138546743,14408861273,True,True,False
138546791,3602216567,True,True,False
138546299,1003352297359,True,True,False
138547337,831284023,True,True,False
138239069,216758860193,True,True,False
138548647,3325167529,True,True,False
138548549,669189491671,True,True,False
138549391,195077542529,True,True,False
138547949,274602034919,True,True,False
138548581,64009444423,True,True,False
138246593,829479559,True,True,False
138246611,276493223,True,True,False
138549193,831295159,True,True,False
138549419,277098839,True,True,False
138550837,831305023,True,True,False
138551123,10252783103,True,True,False
138551143,35469092609,True,True,False
138551659,32143984889,True,True,False
138552377,134950015199,True,True,False
138552629,1108421033,True,True,False
138221729,176647369663,True,True,False
138552881,8590278623,True,True,False
138553703,9144544399,True,True,False
138554197,8867468609,True,True,False
138247079,276494159,True,True,False
138555071,277110143,True,True,False
138554887,78699175817,True,True,False
138555251,277110503,True,True,False
138555743,277111487,True,True,False
138555451,2493998119,True,True,False
138555667,328099819457,True,True,False
138556139,277112279,True,True,False
138556217,545357270113,True,True,False
138556937,66507329761,True,True,False
138557453,831344719,True,True,False
138247699,12165797513,True,True,False
138558361,16627003321,True,True,False
138247751,276495503,True,True,False
138558283,260766688607,True,True,False
138558611,3602523887,True,True,False
138559033,4156770991,True,True,False
138559847,3325436329,True,True,False
138559937,3325438489,True,True,False
138560393,35194339823,True,True,False
138561343,2216981489,True,True,False
138561431,277122863,True,True,False
138562027,21338552159,True,True,False
138562429,3048373439,True,True,False
138562513,4156875391,True,True,False
138562861,3048382943,True,True,False
138562981,16627557721,True,True,False
138562933,320080375231,True,True,False
138563323,85355006969,True,True,False
138563423,277126847,True,True,False
138563657,3325527769,True,True,False
138563977,831383863,True,True,False
138564119,277128239,True,True,False
138564551,3602678327,True,True,False
138564799,25495923017,True,True,False
138565003,14687890319,True,True,False
138565261,16627831321,True,True,False
138565457,35195626079,True,True,False
138565529,5265490103,True,True,False
138565891,19122092959,True,True,False
138566273,1939927823,True,True,False
